,PCA1,PCA2,PCA3,geneid
100,0.0,0.0,0.0,gene:Minc3s01963g27464
101,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s01963g27465
102,0.07195516523019334,-0.027485111354734103,0.015861566208904884,gene:Minc3s01963g27466
103,0.0,0.0,0.0,gene:Minc3s01963g27467
104,0.018097562773805292,-0.015499005832259122,0.0006904872666333698,gene:Minc3s00708g16365
105,0.07400801255236648,0.07360822258616839,0.02831794382591558,gene:Minc3s00708g16366
106,0.035462557673626216,-0.03175223972661619,-3.011288101900865e-05,gene:Minc3s00708g16367
107,0.0,0.0,0.0,gene:Minc3s00708g16368
108,0.0,0.0,0.0,gene:Minc3s00708g16369
109,0.003662839369921858,0.0037711403104897334,0.007055437071428741,gene:Minc3s00708g16370
110,0.007406526672996265,0.008452713272672012,-0.0059651193909957025,gene:Minc3s00708g16371
111,0.0,0.0,0.0,gene:Minc3s00708g16372
112,0.2898027456872878,0.2015539634751202,-0.03577225160264184,gene:Minc3s00708g16373
113,0.008139094546980636,0.009206941334769958,-0.004554031976709954,gene:Minc3s00708g16374
114,0.0,0.0,0.0,gene:Minc3s00708g16375
115,0.0,0.0,0.0,gene:Minc3s00708g16376
116,0.005127975117890602,0.005279596434685627,0.009877611900000237,gene:Minc3s00708g16377
117,0.03217804824581345,0.0006521926509869528,-0.012650838929643783,gene:Minc3s00708g16378
118,0.005941390925027521,0.006944257148476118,-0.008787294219567199,gene:Minc3s00708g16379
119,0.0,0.0,0.0,gene:Minc3s00708g16380
120,0.0,0.0,0.0,gene:Minc3s00708g16381
121,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00708g16382
122,0.0,0.0,0.0,gene:Minc3s00708g16383
123,0.019289308523051305,0.02234122756962425,-0.0235397078301301,gene:Minc3s06948g40528
124,0.6624030962686954,-0.414487731446518,-0.003936881617920249,gene:Minc3s00491g13212
125,0.0,0.0,0.0,gene:Minc3s00491g13213
126,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s00491g13214
127,0.024771521572817184,-0.007800520621685059,-0.006685719538648081,gene:Minc3s00491g13215
128,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s00491g13216
129,0.0,0.0,0.0,gene:Minc3s00491g13217
130,0.0,0.0,0.0,gene:Minc3s00491g13218
131,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s00491g13219
132,0.0,0.0,0.0,gene:Minc3s00491g13220
133,0.026453291396589928,0.028062642887218627,0.030723153380433754,gene:Minc3s00491g13221
134,0.0,0.0,0.0,gene:Minc3s00491g13222
135,0.0,0.0,0.0,gene:Minc3s00491g13223
136,0.0,0.0,0.0,gene:Minc3s00491g13224
137,0.011721085983749947,0.012067648993567147,0.02257739862857197,gene:Minc3s00491g13225
138,0.06764060591943966,-0.031100047075629234,-0.012680951810662791,gene:Minc3s00491g13226
139,0.04837538940662217,0.018155642668834324,-0.0016829093492105069,gene:Minc3s00491g13227
140,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s00491g13228
141,0.07710723235831776,0.04939140239403933,0.01319751274022731,gene:Minc3s00491g13229
142,0.052094984699462756,-0.048759701683071206,-0.002161800442957135,gene:Minc3s00491g13230
143,0.0,0.0,0.0,gene:Minc3s00491g13231
144,0.024469504485296376,0.023071801585726557,0.010246479403953254,gene:Minc3s00491g13232
145,0.0,0.0,0.0,gene:Minc3s00491g13233
146,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s05978g39128
147,0.0,0.0,0.0,gene:Minc3s05978g39129
148,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s08090g41888
149,0.0,0.0,0.0,gene:Minc3s09985g43684
150,0.0,0.0,0.0,gene:Minc3s07143g40773
151,0.0,0.0,0.0,gene:Minc3s10400g44049
152,0.0,0.0,0.0,gene:Minc3s06136g39391
153,0.0,0.0,0.0,gene:Minc3s06136g39392
154,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s00557g14250
155,0.06333606465204282,-0.036359057042153704,-0.0007407238726155161,gene:Minc3s00557g14251
156,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00557g14252
157,0.0,0.0,0.0,gene:Minc3s00557g14253
158,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s00557g14254
159,0.04036936363714855,0.005310111567173596,0.006703704427729379,gene:Minc3s00557g14255
160,0.08500560081926059,-0.04735328096998631,-0.01340155195831517,gene:Minc3s00557g14256
161,0.037660261295579325,-0.029489555540322353,0.004203149361838236,gene:Minc3s00557g14257
162,0.037660261295579325,-0.029489555540322353,0.004203149361838236,gene:Minc3s00557g14258
163,0.0,0.0,0.0,gene:Minc3s00557g14259
164,0.0,0.0,0.0,gene:Minc3s00557g14260
165,0.0,0.0,0.0,gene:Minc3s00557g14261
166,0.0,0.0,0.0,gene:Minc3s10797g44370
167,0.0,0.0,0.0,gene:Minc3s05092g37576
168,0.0,0.0,0.0,gene:Minc3s05092g37577
169,0.0,0.0,0.0,gene:Minc3s10886g44441
170,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s10024g43722
171,0.0,0.0,0.0,gene:Minc3s03350g33589
172,0.0,0.0,0.0,gene:Minc3s03350g33590
173,0.0,0.0,0.0,gene:Minc3s03350g33591
174,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s03614g34322
175,0.003662839369921858,0.0037711403104897334,0.007055437071428741,gene:Minc3s03614g34323
176,0.0,0.0,0.0,gene:Minc3s04693g36822
177,0.0,0.0,0.0,gene:Minc3s04693g36823
178,0.0,0.0,0.0,gene:Minc3s04693g36824
179,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s04879g37195
180,0.018097562773805292,-0.015499005832259122,0.0006904872666333698,gene:Minc3s04879g37196
181,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s04879g37197
182,0.0,0.0,0.0,gene:Minc3s11143g44651
183,0.0,0.0,0.0,gene:Minc3s08313g42127
184,0.0,0.0,0.0,gene:Minc3s08313g42128
185,0.0,0.0,0.0,gene:Minc3s08313g42129
186,0.0,0.0,0.0,gene:Minc3s01873g26884
187,0.0,0.0,0.0,gene:Minc3s01873g26886
188,0.0,0.0,0.0,gene:Minc3s01873g26885
189,0.0,0.0,0.0,gene:Minc3s05502g38339
190,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s05502g38340
191,0.006673958799011893,0.007698485210574065,-0.007376206805281451,gene:Minc3s02295g29308
192,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s02295g29309
193,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00814g17686
194,0.005941390925027521,0.006944257148476118,-0.008787294219567199,gene:Minc3s00814g17687
195,0.0,0.0,0.0,gene:Minc3s00814g17688
196,0.003662839369921858,0.0037711403104897334,0.007055437071428741,gene:Minc3s00814g17689
197,0.0029302714959374867,0.003016912248391787,0.005644349657142993,gene:Minc3s00814g17690
198,0.0,0.0,0.0,gene:Minc3s04349g36081
199,0.0,0.0,0.0,gene:Minc3s04349g36082
200,0.0,0.0,0.0,gene:Minc3s01976g27542
201,0.0,0.0,0.0,gene:Minc3s01976g27543
202,0.0,0.0,0.0,gene:Minc3s01976g27544
203,0.0,0.0,0.0,gene:Minc3s01976g27545
204,0.0,0.0,0.0,gene:Minc3s01976g27546
205,0.0,0.0,0.0,gene:Minc3s01976g27547
206,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s05290g37945
207,0.0,0.0,0.0,gene:Minc3s05290g37946
208,0.040671380724669366,-0.02556221064023802,-0.010228494514871955,gene:Minc3s01900g27052
209,0.0,0.0,0.0,gene:Minc3s01900g27053
210,0.009523382361796832,0.009804964807273307,0.018344136385714728,gene:Minc3s01900g27054
211,0.011069366042918123,0.012223853583161744,0.0010903176804330393,gene:Minc3s01900g27055
212,0.04850845818412919,0.014517052901943554,0.002149672451019425,gene:Minc3s01900g27056
213,0.0,0.0,0.0,gene:Minc3s01900g27057
214,0.0,0.0,0.0,gene:Minc3s01900g27058
215,0.0,0.0,0.0,gene:Minc3s01900g27059
216,0.0,0.0,0.0,gene:Minc3s01900g27060
217,0.0,0.0,0.0,gene:Minc3s01900g27061
218,0.0,0.0,0.0,gene:Minc3s01900g27062
219,0.0,0.0,0.0,gene:Minc3s01900g27063
220,0.0,0.0,0.0,gene:Minc3s03690g34533
221,0.0,0.0,0.0,gene:Minc3s03690g34534
222,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s03690g34535
223,0.003662839369921858,0.0037711403104897334,0.007055437071428741,gene:Minc3s03016g32442
224,0.0,0.0,0.0,gene:Minc3s03016g32443
225,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s04185g35694
226,0.0,0.0,0.0,gene:Minc3s02791g31582
227,0.0,0.0,0.0,gene:Minc3s02791g31583
228,0.0,0.0,0.0,gene:Minc3s02791g31584
229,0.0,0.0,0.0,gene:Minc3s02791g31585
230,0.0,0.0,0.0,gene:Minc3s02791g31586
231,0.0,0.0,0.0,gene:Minc3s04771g36974
232,0.023225537891695895,-0.010219409397573497,0.010568099166633607,gene:Minc3s08944g42775
233,0.0,0.0,0.0,gene:Minc3s06911g40474
234,0.0,0.0,0.0,gene:Minc3s06911g40475
235,0.0,0.0,0.0,gene:Minc3s06911g40476
236,0.0,0.0,0.0,gene:Minc3s02086g28185
237,0.0,0.0,0.0,gene:Minc3s02086g28186
238,0.0,0.0,0.0,gene:Minc3s02086g28187
239,0.0,0.0,0.0,gene:Minc3s02086g28188
240,0.0,0.0,0.0,gene:Minc3s04903g37242
241,0.0,0.0,0.0,gene:Minc3s04903g37243
242,0.0,0.0,0.0,gene:Minc3s07986g41773
243,0.0,0.0,0.0,gene:Minc3s10901g44452
244,0.0,0.0,0.0,gene:Minc3s10901g44453
245,0.0,0.0,0.0,gene:Minc3s01552g24658
246,0.026667208107249492,0.025334485772020396,0.014479741646810498,gene:Minc3s01552g24659
247,0.0,0.0,0.0,gene:Minc3s01552g24660
248,0.0,0.0,0.0,gene:Minc3s01552g24661
249,0.0,0.0,0.0,gene:Minc3s01552g24662
250,0.003662839369921858,0.0037711403104897334,0.007055437071428741,gene:Minc3s01552g24663
251,0.012615349724039413,0.014642742359050184,-0.016163501024848648,gene:Minc3s01552g24664
252,0.0,0.0,0.0,gene:Minc3s01552g24665
253,0.0,0.0,0.0,gene:Minc3s01552g24666
254,0.0,0.0,0.0,gene:Minc3s01552g24667
255,0.0,0.0,0.0,gene:Minc3s11990g45284
256,0.0,0.0,0.0,gene:Minc3s10663g44254
257,0.0,0.0,0.0,gene:Minc3s10663g44255
258,0.0667463421791502,-0.03367514044111227,0.02605994784275783,gene:Minc3s03228g33208
259,0.022219580018988792,0.025358139818016035,-0.017895358172987107,gene:Minc3s03228g33209
260,0.0,0.0,0.0,gene:Minc3s03228g33210
261,0.0,0.0,0.0,gene:Minc3s03228g33211
262,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s03228g33212
263,0.0,0.0,0.0,gene:Minc3s08926g42761
264,0.0,0.0,0.0,gene:Minc3s04455g36319
265,0.0,0.0,0.0,gene:Minc3s04455g36320
266,0.0,0.0,0.0,gene:Minc3s04455g36321
267,0.0,0.0,0.0,gene:Minc3s04455g36322
268,0.0,0.0,0.0,gene:Minc3s04455g36323
269,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s01275g22367
270,0.0,0.0,0.0,gene:Minc3s01275g22368
271,0.0,0.0,0.0,gene:Minc3s01275g22369
272,0.0,0.0,0.0,gene:Minc3s01275g22370
273,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s01275g22371
274,0.0,0.0,0.0,gene:Minc3s01275g22372
275,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s01275g22373
276,0.008139094546980636,0.009206941334769958,-0.004554031976709954,gene:Minc3s01275g22374
277,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s01275g22375
278,0.005941390925027521,0.006944257148476118,-0.008787294219567199,gene:Minc3s01275g22376
279,0.0,0.0,0.0,gene:Minc3s01275g22377
280,0.0,0.0,0.0,gene:Minc3s01275g22378
281,0.0,0.0,0.0,gene:Minc3s01415g23626
282,0.0,0.0,0.0,gene:Minc3s01415g23627
283,0.0,0.0,0.0,gene:Minc3s01415g23628
284,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s01415g23629
285,0.0,0.0,0.0,gene:Minc3s01415g23630
286,0.0,0.0,0.0,gene:Minc3s01415g23631
287,0.0,0.0,0.0,gene:Minc3s01415g23632
288,0.0,0.0,0.0,gene:Minc3s01415g23633
289,0.0,0.0,0.0,gene:Minc3s00911g18780
290,0.018830130647789663,-0.014744777770161177,0.002101574680919118,gene:Minc3s00911g18781
291,0.10418996939892551,-0.09751940336614241,-0.00432360088591427,gene:Minc3s00911g18782
292,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s00911g18783
293,0.0,0.0,0.0,gene:Minc3s00911g18784
294,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s00911g18785
295,0.01033679816893375,0.011469625521063799,-0.00032076973385271,gene:Minc3s00911g18786
296,0.0,0.0,0.0,gene:Minc3s00911g18787
297,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s00911g18788
298,0.018097562773805292,-0.015499005832259122,0.0006904872666333698,gene:Minc3s00911g18789
299,0.0,0.0,0.0,gene:Minc3s00911g18790
300,0.002197703621953115,0.0022626841862938398,0.0042332622428572445,gene:Minc3s00911g18791
301,0.0,0.0,0.0,gene:Minc3s10434g44084
302,0.0,0.0,0.0,gene:Minc3s10434g44085
303,0.0,0.0,0.0,gene:Minc3s01934g27288
304,0.005127975117890602,0.005279596434685627,0.009877611900000237,gene:Minc3s01934g27289
305,0.0,0.0,0.0,gene:Minc3s01934g27290
306,0.0,0.0,0.0,gene:Minc3s01934g27291
307,0.0,0.0,0.0,gene:Minc3s01934g27292
308,0.04140394859865374,-0.024807982578140073,-0.008817407100586207,gene:Minc3s01934g27293
309,0.0,0.0,0.0,gene:Minc3s09553g43322
310,0.0,0.0,0.0,gene:Minc3s09553g43323
311,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00981g19537
312,0.10398110473251812,0.10105232879476743,-0.00795336367146055,gene:Minc3s00981g19538
313,0.08098852351746345,-0.015703076654481108,-0.02743336542122569,gene:Minc3s00981g19539
314,0.04088801480047336,0.008792496744469766,0.02435820357563838,gene:Minc3s00981g19540
315,0.0645654781237222,0.06471369043058763,-0.010102186093652333,gene:Minc3s00981g19541
316,0.0,0.0,0.0,gene:Minc3s00981g19542
317,0.020295266395758408,-0.013236321645965284,0.0049237495094906145,gene:Minc3s00981g19543
318,0.00439540724390623,0.0045253683725876796,0.008466524485714489,gene:Minc3s00981g19544
319,0.0,0.0,0.0,gene:Minc3s00981g19545
320,0.17703486329084406,-0.05629195911158153,0.004239969168828479,gene:Minc3s00981g19546
321,0.10730149369283766,0.04505275374353422,-0.019930000165896977,gene:Minc3s00981g19547
322,0.07968054855723554,0.05074679476852004,-0.03896462381824507,gene:Minc3s00981g19548
323,0.0,0.0,0.0,gene:Minc3s00981g19549
324,0.005941390925027521,0.006944257148476118,-0.008787294219567199,gene:Minc3s00981g19550
325,0.018830130647789663,-0.014744777770161177,0.002101574680919118,gene:Minc3s00981g19551
326,0.0,0.0,0.0,gene:Minc3s01087g20585
327,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s01087g20586
328,0.0,0.0,0.0,gene:Minc3s01087g20587
329,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s01087g20588
330,0.03692769342159496,-0.0302437836024203,0.0027920619475524876,gene:Minc3s01087g20589
331,0.0,0.0,0.0,gene:Minc3s01087g20590
332,0.0,0.0,0.0,gene:Minc3s01087g20591
333,0.0,0.0,0.0,gene:Minc3s01087g20592
334,0.03472998979964184,-0.03250646778871414,-0.001441200295304757,gene:Minc3s01087g20593
335,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s01087g20594
336,0.0,0.0,0.0,gene:Minc3s01087g20595
337,0.0,0.0,0.0,gene:Minc3s03393g33714
338,0.0,0.0,0.0,gene:Minc3s03393g33715
339,0.0,0.0,0.0,gene:Minc3s00028g01730
340,0.005941390925027521,0.006944257148476118,-0.008787294219567199,gene:Minc3s00028g01731
341,0.02176040214372715,-0.01172786552176939,0.00774592433806211,gene:Minc3s00028g01732
342,0.0639777665495178,-0.03487118738611897,-0.019736388882091532,gene:Minc3s00028g01733
343,0.052094984699462756,-0.048759701683071206,-0.002161800442957135,gene:Minc3s00028g01734
344,0.03472998979964184,-0.03250646778871414,-0.001441200295304757,gene:Minc3s00028g01735
345,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s00028g01736
346,0.019562698521774037,-0.01399054970806323,0.003512662095204866,gene:Minc3s00028g01737
347,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00028g01738
348,0.0,0.0,0.0,gene:Minc3s00028g01739
349,0.08969849007212335,-0.007562772560998291,0.009575677084056473,gene:Minc3s00028g01740
350,0.037660261295579325,-0.029489555540322353,0.004203149361838236,gene:Minc3s00028g01741
351,0.09051190587926028,-0.005898111847207801,-0.009089229035510966,gene:Minc3s00028g01742
352,0.0014651357479687434,0.0015084561241958934,0.0028221748285714963,gene:Minc3s00028g01743
353,0.013999637538855608,0.01524076583155353,0.006734667337576031,gene:Minc3s00028g01744
354,0.0,0.0,0.0,gene:Minc3s00028g01745
355,0.23603728043164784,0.037653046858622856,-0.002640211682452692,gene:Minc3s00028g01746
356,0.005127975117890602,0.005279596434685627,0.009877611900000237,gene:Minc3s00028g01747
357,0.0,0.0,0.0,gene:Minc3s00028g01748
358,0.0,0.0,0.0,gene:Minc3s00028g01749
359,0.0,0.0,0.0,gene:Minc3s00028g01750
360,0.0,0.0,0.0,gene:Minc3s00028g01751
361,0.0,0.0,0.0,gene:Minc3s00028g01752
362,0.0,0.0,0.0,gene:Minc3s00028g01753
363,0.0,0.0,0.0,gene:Minc3s00028g01754
364,0.0,0.0,0.0,gene:Minc3s00028g01755
365,0.0,0.0,0.0,gene:Minc3s00028g01756
366,0.3037137658835943,-0.017042142890636457,-0.039918526036176676,gene:Minc3s00028g01757
367,0.10605752709923717,0.011761542760234169,-0.019608380403216618,gene:Minc3s00028g01758
368,0.0,0.0,0.0,gene:Minc3s00028g01759
369,0.0,0.0,0.0,gene:Minc3s00028g01760
370,0.06945997959928368,-0.06501293557742828,-0.002882400590609514,gene:Minc3s00028g01761
371,0.0,0.0,0.0,gene:Minc3s00028g01762
372,0.0029302714959374867,0.003016912248391787,0.005644349657142993,gene:Minc3s00028g01763
373,0.0,0.0,0.0,gene:Minc3s00028g01764
374,0.0,0.0,0.0,gene:Minc3s00028g01765
375,0.0,0.0,0.0,gene:Minc3s00028g01766
376,0.0,0.0,0.0,gene:Minc3s00028g01767
377,0.0,0.0,0.0,gene:Minc3s00028g01768
378,0.008139094546980636,0.009206941334769958,-0.004554031976709954,gene:Minc3s00028g01769
379,0.0,0.0,0.0,gene:Minc3s00028g01770
380,0.00439540724390623,0.0045253683725876796,0.008466524485714489,gene:Minc3s00028g01771
381,0.0,0.0,0.0,gene:Minc3s00028g01772
382,0.0,0.0,0.0,gene:Minc3s00028g01773
383,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s00028g01774
384,0.0,0.0,0.0,gene:Minc3s00028g01775
385,0.00879081448781246,0.009050736745175359,0.016933048971428978,gene:Minc3s00356g10882
386,0.0,0.0,0.0,gene:Minc3s00356g10883
387,0.0,0.0,0.0,gene:Minc3s00356g10884
388,0.0,0.0,0.0,gene:Minc3s00356g10885
389,0.0,0.0,0.0,gene:Minc3s00356g10886
390,0.0,0.0,0.0,gene:Minc3s00356g10887
391,0.0007325678739843717,0.0007542280620979467,0.0014110874142857482,gene:Minc3s00356g10888
392,0.022871299959820617,0.025201935228421436,0.0035917227751518263,gene:Minc3s00356g10889
393,0.038904227889179806,0.0038016554429777024,0.003881529599157883,gene:Minc3s00356g10890
394,0.0,0.0,0.0,gene:Minc3s00356g10891
395,0.0,0.0,0.0,gene:Minc3s00356g10892
396,0.0,0.0,0.0,gene:Minc3s00356g10893
397,0.1023705957190815,-0.06360651486434338,-0.014122152105967548,gene:Minc3s00356g10894
398,0.01736499489982092,-0.01625323389435707,-0.0007206001476523784,gene:Minc3s00356g10895
